Country,Year,Mortality Rate,Oil Consumption per capita (tonnes per year),Population,GDP per capita (US$),Continent,GDP per capita (log US$)
Hungary,2000,10.1,0.67,10210971,4624,Europe,8.439015410352214
Indonesia,2000,52.2,0.24,214072421,770,Asia,6.646390514847729
India,2000,91.6,0.1,1059633675,442,Asia,6.091309882077698
Ireland,2000,7.1,2.16,3805174,26334,Europe,10.17861615891629
Iceland,2000,4.0,3.24,281205,32096,Europe,10.376486690761663
Italy,2000,5.6,1.64,56942108,20137,Europe,9.910314197878405
Japan,2000,4.5,2.03,126843000,39169,Asia,10.575640896591837
Kazakhstan,2000,42.6,0.49,14883626,1229,Asia,7.113956109566034
"Korea, Rep.",2000,7.5,2.24,47008111,12256,Asia,9.413770891980372
Kuwait,2000,12.8,5.35,1934901,19493,Asia,9.877810705746144
Lithuania,2000,10.7,0.68,3499536,3293,Europe,8.099554282376364
Mexico,2000,28.3,0.86,97873442,7232,North America,8.886270902072013
Malaysia,2000,10.2,0.86,22945150,4087,Asia,8.315566483564277
Netherlands,2000,6.2,2.63,15925513,26214,Europe,10.17404889817949
Norway,2000,4.9,2.09,4490967,38178,Europe,10.550014712460847
New Zealand,2000,7.4,1.58,3857700,13641,Oceania,9.52083524249312
Pakistan,2000,108.1,0.13,154369924,531,Asia,6.274762021241939
Peru,2000,38.1,0.29,26654439,1941,South America,7.57095858316901
Philippines,2000,37.7,0.21,77958223,1073,Asia,6.9782137426306985
Poland,2000,9.3,0.52,38258629,4501,Europe,8.412054873292933
Portugal,2000,7.2,1.5,10289898,11526,Europe,9.352360631996612
Qatar,2000,12.5,2.51,645937,27494,Asia,10.221723078031365
Romania,2000,21.5,0.45,22442971,1659,Europe,7.413970290190444
Saudi Arabia,2000,22.1,3.4,21547390,8795,Asia,9.081938657171658
Singapore,2000,3.9,8.54,4027887,23852,Asia,10.079623350242997
Slovak Republic,2000,9.8,0.63,5388720,5426,Europe,8.598957493218878
Sweden,2000,4.1,1.72,8872109,29624,Europe,10.296340122593449
Thailand,2000,21.9,0.5,63066603,2004,Asia,7.602900462204755
Turkmenistan,2000,69.8,0.79,4569132,635,Asia,6.453624998892692
Ukraine,2000,18.2,0.25,49176500,658,Europe,6.489204931325317
United States,2000,8.4,3.18,282162411,36329,North America,10.500371599375363
Uzbekistan,2000,60.5,0.27,24650400,558,Asia,6.324358962381311
South Africa,2000,71.0,0.5,46813266,3241,Africa,8.083637203141548
United Arab Emirates,2001,10.9,4.65,3454198,29909,Asia,10.305914717430841
Argentina,2001,19.0,0.51,37480493,7168,South America,8.877381954654766
Australia,2001,6.1,1.97,19274701,19681,Oceania,9.887408982323437
Austria,2001,5.4,1.59,8042293,24558,Europe,10.108792945720458
Azerbaijan,2001,69.4,0.49,8111200,703,Asia,6.555356891810665
Bangladesh,2001,81.1,0.03,131670484,410,Asia,6.016157159698354
Bulgaria,2001,16.7,0.51,8009142,1770,Europe,7.478734825567875
Belarus,2001,11.8,0.73,9928549,1244,Europe,7.126087273299125
Brazil,2001,32.5,0.53,178211881,3142,South America,8.052614818815567
Canada,2001,6.2,2.92,31020902,23821,North America,10.078322823556219
Switzerland,2001,5.5,1.81,7229854,39638,Europe,10.587543533084293
Chile,2001,10.3,0.67,15523978,4606,South America,8.43511508038063
China,2001,34.1,0.18,1271850000,1053,Asia,6.959398512133975
Colombia,2001,24.3,0.27,39837875,2465,South America,7.80994708647679
Germany,2001,5.2,1.6,82349925,23628,Europe,10.070187728427126
Denmark,2001,5.5,1.83,5358783,30751,Europe,10.333677793031093
Algeria,2001,40.1,0.28,31200985,1754,Africa,7.469654172932128
Ecuador,2001,28.1,0.47,12845521,1904,South America,7.55171221535131
Spain,2001,5.3,1.78,40850412,15369,Europe,9.640107772607312
Finland,2001,4.2,2.03,5188008,24967,Europe,10.125310231882922
France,2001,5.3,1.61,61367388,22449,Europe,10.019001348748468
United Kingdom,2001,6.4,1.33,59119673,27888,Europe,10.235951767759802
Greece,2001,6.0,1.82,10862132,12549,Europe,9.437396260110308
Hungary,2001,9.6,0.66,10187576,5276,Europe,8.570923513837204
Indonesia,2001,49.9,0.24,217112437,739,Asia,6.6052979209482015
India,2001,88.0,0.1,1078970907,449,Asia,6.1070228877422545
Ireland,2001,6.9,2.32,3866243,28282,Europe,10.249980838867721
Iceland,2001,3.8,3.08,284968,28897,Europe,10.271493062483911
Italy,2001,5.3,1.62,56974100,20500,Europe,9.9281801651265
Japan,2001,4.3,1.97,127149000,34406,Asia,10.445986246756984
Kazakhstan,2001,40.0,0.6,14858335,1490,Asia,7.306531398939505
"Korea, Rep.",2001,7.1,2.23,47370164,11561,Asia,9.355392643675321
Kuwait,2001,12.5,5.25,1991674,17517,Asia,9.770927116951647
Lithuania,2001,10.3,0.79,3470818,3525,Europe,8.16763571524637
Mexico,2001,27.0,0.84,99394288,7613,North America,8.937612591306213
Malaysia,2001,9.5,0.85,23542517,3941,Asia,8.279189777195004
Netherlands,2001,6.1,2.74,16046180,26896,Europe,10.199732855648397
Norway,2001,4.7,2.14,4513751,38602,Europe,10.561059367582153
New Zealand,2001,7.2,1.58,3880500,13882,Oceania,9.53834831589953
Pakistan,2001,105.3,0.12,159217727,499,Asia,6.212606095751519
Peru,2001,35.1,0.27,27014909,1925,South America,7.562681246721884
Philippines,2001,37.0,0.21,79626086,991,Asia,6.898714534329988
Poland,2001,8.8,0.5,38248076,4991,Europe,8.515391569469609
Portugal,2001,6.6,1.52,10362722,11734,Europe,9.370245889485805
Qatar,2001,12.0,2.78,678831,25836,Asia,10.159524147152363
Romania,2001,20.6,0.48,22131970,1825,Europe,7.509335266016592
Saudi Arabia,2001,20.8,3.35,22085929,8337,Asia,9.028458718410613
Singapore,2001,3.6,9.15,4138012,21699,Asia,9.98502145551739
Slovak Republic,2001,9.4,0.59,5378867,5722,Europe,8.652073673610056
Sweden,2001,4.0,1.71,8895960,27247,Europe,10.21269870228773
Thailand,2001,20.9,0.48,63649892,1889,Asia,7.543802867501509
Turkmenistan,2001,66.1,0.81,4635094,762,Asia,6.635946555686647
Ukraine,2001,17.5,0.26,48662400,807,Europe,6.693323668269949
United States,2001,8.3,3.14,284968955,37133,North America,10.522261341106239
Uzbekistan,2001,57.1,0.26,24964450,456,Asia,6.1224928095143865
South Africa,2001,73.3,0.51,47229714,2867,Africa,7.96102146588337
United Arab Emirates,2002,10.6,4.87,3633655,30221,Asia,10.316292325947678
Argentina,2002,18.3,0.45,37885028,2579,South America,7.8551570058813445
Australia,2002,6.0,1.94,19495210,20290,Oceania,9.91788343281986
Austria,2002,5.3,1.61,8081957,26527,Europe,10.185918361205209
Azerbaijan,2002,64.5,0.44,8171950,763,Asia,6.637258031284457
Bangladesh,2002,76.6,0.03,134139826,407,Asia,6.008813185442595
Bulgaria,2002,16.0,0.57,7837161,2092,Europe,7.645875825184813
Belarus,2002,10.9,0.71,9865548,1479,Europe,7.2991214627108
Brazil,2002,30.4,0.51,180476685,2824,South America,7.945909598613133
Canada,2002,6.2,2.95,31360079,24255,North America,10.096378060679317
Switzerland,2002,5.4,1.71,7284753,42458,Europe,10.656270630991948
Chile,2002,9.8,0.66,15693790,4479,South America,8.4071550862073
China,2002,31.5,0.19,1280400000,1148,Asia,7.045776576879511
Colombia,2002,23.6,0.24,40454050,2421,South America,7.791935956938058
Germany,2002,5.1,1.55,82488495,25197,Europe,10.134480218793737
Denmark,2002,5.4,1.79,5375931,33228,Europe,10.411148172958962
Algeria,2002,38.5,0.31,31624696,1794,Africa,7.492203042618741
Ecuador,2002,26.7,0.46,13070609,2184,South America,7.688913336864796
Spain,2002,5.1,1.78,41431558,17106,Europe,9.747184558140727
Finland,2002,4.1,2.09,5200598,26997,Europe,10.203481027702058
France,2002,5.1,1.55,61816234,24288,Europe,10.097737680195356
United Kingdom,2002,6.3,1.32,59370479,30078,Europe,10.311549286491559
Greece,2002,5.6,1.83,10902022,14177,Europe,9.559376212117632
Hungary,2002,9.0,0.63,10158608,6655,Europe,8.803123730829212
Indonesia,2002,47.6,0.25,220115092,888,Asia,6.78897174299217
India,2002,84.5,0.1,1098313039,468,Asia,6.148468295917647
Ireland,2002,6.5,2.23,3931947,32705,Europe,10.395283250395313
Iceland,2002,3.6,3.18,287523,32409,Europe,10.386191440985094
Italy,2002,5.1,1.62,57059007,22376,Europe,10.015744234881796
Japan,2002,4.1,1.93,127445000,32820,Asia,10.398793364644082
Kazakhstan,2002,37.5,0.62,14858948,1658,Asia,7.4133673356952405
"Korea, Rep.",2002,6.8,2.25,47644736,13165,Asia,9.48531707193041
Kuwait,2002,12.3,5.52,2047364,18626,Asia,9.832313733081604
Lithuania,2002,9.9,0.73,3443067,4141,Europe,8.328692583545568
Mexico,2002,25.9,0.79,100917081,7650,North America,8.942460926820582
Malaysia,2002,8.9,0.9,24142445,4177,Asia,8.337348564497175
Netherlands,2002,5.9,2.73,16148929,29343,Europe,10.286809295958603
Norway,2002,4.6,2.08,4538159,43170,Europe,10.672901088549523
New Zealand,2002,7.0,1.63,3948500,16874,Oceania,9.733529254725571
Pakistan,2002,102.8,0.12,163262807,489,Asia,6.192362489474872
Peru,2002,32.5,0.26,27334503,2003,South America,7.602401335665818
Philippines,2002,36.3,0.19,81285572,1037,Asia,6.9440872082295275
Poland,2002,8.4,0.51,38230364,5207,Europe,8.557759153162898
Portugal,2002,6.1,1.56,10419631,12936,Europe,9.467769401256943
Qatar,2002,11.6,3.77,713186,27151,Asia,10.209169157096309
Romania,2002,20.2,0.48,21730496,2119,Europe,7.6586995582682995
Saudi Arabia,2002,19.6,3.29,22623415,8380,Asia,9.033603193476129
Singapore,2002,3.4,8.81,4175950,22159,Asia,10.005999013489205
Slovak Republic,2002,9.1,0.65,5376912,6564,Europe,8.789355452209982
Sweden,2002,4.0,1.7,8924958,29899,Europe,10.305580314003434
Thailand,2002,19.9,0.51,64222580,2091,Asia,7.645397699428633
Turkmenistan,2002,62.3,0.83,4698968,949,Asia,6.855408798609928
Ukraine,2002,16.6,0.27,48202470,911,Europe,6.814542897259958
United States,2002,8.2,3.11,287625193,37997,North America,10.545262488223594
Uzbekistan,2002,53.5,0.25,25271850,383,Asia,5.948034989180646
South Africa,2002,75.2,0.51,47661514,2708,Africa,7.903965634032166
United Arab Emirates,2003,10.3,4.8,3813443,32607,Asia,10.392282268231297
Argentina,2003,17.7,0.46,38278164,3333,South America,8.11162807830774
Australia,2003,5.9,1.93,19720737,23705,Oceania,10.073441275336219
Austria,2003,5.2,1.74,8121423,32294,Europe,10.382636733441567
Azerbaijan,2003,59.8,0.51,8234100,883,Asia,6.78332520060396
Bangladesh,2003,72.3,0.03,136503206,440,Asia,6.0867747269123065
Bulgaria,2003,15.2,0.67,7775327,2719,Europe,7.908019444632471
Belarus,2003,10.1,0.73,9796749,1819,Europe,7.506042178518122
Brazil,2003,28.4,0.48,182629278,3056,South America,8.024862150286411
Canada,2003,6.2,3.03,31644028,28300,North America,10.25061708363133
Switzerland,2003,5.3,1.65,7339001,49337,Europe,10.80642958564055
Chile,2003,9.5,0.66,15859112,4824,South America,8.481358738407021
China,2003,28.9,0.21,1288400000,1288,Asia,7.160845906664299
Colombia,2003,22.8,0.24,41057687,2305,South America,7.742835955430749
Germany,2003,5.0,1.52,82534176,30310,Europe,10.319232970051848
Denmark,2003,5.2,1.71,5390574,40458,Europe,10.608019677962638
Algeria,2003,36.9,0.32,32055883,2117,Africa,7.6577552711348655
Ecuador,2003,25.5,0.47,13301184,2438,South America,7.798933310041217
Spain,2003,5.0,1.8,42187645,21510,Europe,9.976273222261776
Finland,2003,4.0,2.18,5213014,32927,Europe,10.402048268882046
France,2003,4.9,1.55,62256970,29627,Europe,10.29644138670722
United Kingdom,2003,6.2,1.33,59647577,34480,Europe,10.44813472477763
Greece,2003,5.2,1.77,10928070,18518,Europe,9.826498511007992
Hungary,2003,8.4,0.62,10129552,8419,Europe,9.038246335337664
Indonesia,2003,45.5,0.24,223080121,1052,Asia,6.9584483932976555
India,2003,81.1,0.1,1117415123,543,Asia,6.297109319933935
Ireland,2003,6.0,2.13,3996521,41203,Europe,10.626266348220677
Iceland,2003,3.4,3.08,289521,39476,Europe,10.583448171291899
Italy,2003,4.8,1.59,57313203,27526,Europe,10.222886291539478
Japan,2003,4.0,1.97,127718000,35387,Asia,10.474099800037397
Kazakhstan,2003,35.2,0.59,14909019,2068,Asia,7.63433723562832
"Korea, Rep.",2003,6.4,2.26,47892330,14672,Asia,9.593696194496246
Kuwait,2003,12.2,5.72,2101506,22781,Asia,10.033682134193954
Lithuania,2003,9.6,0.7,3415213,5499,Europe,8.612321536507814
Mexico,2003,24.8,0.81,102429341,7120,North America,8.87066300440602
Malaysia,2003,8.5,0.87,24739411,4454,Asia,8.401557847817314
Netherlands,2003,5.7,2.73,16225302,35750,Europe,10.484305548122153
Norway,2003,4.4,2.18,4564855,50250,Europe,10.824765825921322
New Zealand,2003,6.9,1.72,4027200,21913,Oceania,9.994835346995403
Pakistan,2003,100.5,0.1,166876680,549,Asia,6.3080984415095305
Peru,2003,30.2,0.24,27623341,2126,South America,7.661997558901893
Philippines,2003,35.6,0.19,82942837,1049,Asia,6.955592608396297
Poland,2003,8.1,0.52,38204570,5701,Europe,8.648396877031582
Portugal,2003,5.5,1.45,10458821,15797,Europe,9.667575327569097
Qatar,2003,11.2,3.19,748525,31440,Asia,10.355836246543143
Romania,2003,19.8,0.43,21574326,2679,Europe,7.893198869544609
Saudi Arabia,2003,18.5,3.38,23150847,9321,Asia,9.140025198061156
Singapore,2003,3.2,8.3,4114826,23730,Asia,10.074495349429808
Slovak Republic,2003,8.8,0.62,5373374,8731,Europe,9.074635189810808
Sweden,2003,3.9,1.78,8958229,37321,Europe,10.527311449886323
Thailand,2003,18.9,0.54,64776956,2350,Asia,7.762170607138205
Turkmenistan,2003,58.6,0.91,4758988,1256,Asia,7.135687347028144
Ukraine,2003,15.9,0.28,47812949,1087,Europe,6.99117688712121
United States,2003,8.1,3.13,290107933,39490,North America,10.583802754280695
Uzbekistan,2003,49.9,0.28,25567650,396,Asia,5.981414211254481
South Africa,2003,76.5,0.52,48104048,4095,Africa,8.31752199628717
United Arab Emirates,2004,10.1,4.74,3993339,37017,Asia,10.519132545566643
Argentina,2004,17.1,0.48,38668796,4258,South America,8.356554845453426
Australia,2004,5.8,1.93,19932722,30819,Oceania,10.335886661884373
Austria,2004,5.1,1.68,8171966,36889,Europe,10.515668682606062
Azerbaijan,2004,55.7,0.54,8306500,1045,Asia,6.951772164398911
Bangladesh,2004,68.3,0.03,138789725,469,Asia,6.150602768446279
Bulgaria,2004,14.2,0.61,7716860,3389,Europe,8.128290171607052
Belarus,2004,9.4,0.75,9730146,2378,Europe,7.774015077250727
Brazil,2004,26.5,0.48,184722043,3623,South America,8.195057690895077
Canada,2004,6.1,3.15,31940655,32143,North America,10.377949976565812
Switzerland,2004,5.2,1.63,7389625,54659,Europe,10.908869164400691
Chile,2004,9.3,0.69,16017966,6185,South America,8.729882284826589
China,2004,26.3,0.25,1296075000,1508,Asia,7.318539548567902
Colombia,2004,22.2,0.24,41648268,2811,South America,7.941295570906532
Germany,2004,4.9,1.5,82516260,34106,Europe,10.43722860087286
Denmark,2004,5.0,1.68,5404523,46511,Europe,10.74744412273953
Algeria,2004,35.3,0.33,32510186,2624,Africa,7.8724551500639794
Ecuador,2004,24.5,0.48,13534593,2703,South America,7.902117546276448
Spain,2004,4.9,1.82,42921895,24907,Europe,10.122904167442703
Finland,2004,3.9,2.02,5228172,37772,Europe,10.539323366382959
France,2004,4.8,1.55,62716306,33797,Europe,10.42812732013549
United Kingdom,2004,6.1,1.36,59987905,40392,Europe,10.606387024538751
Greece,2004,4.9,1.92,10955141,21995,Europe,9.99857043378282
Hungary,2004,7.9,0.64,10107146,10301,Europe,9.239996256883693
Indonesia,2004,49.6,0.26,225938595,1136,Asia,7.035268599281097
India,2004,77.7,0.11,1136264583,624,Asia,6.436150368369428
Ireland,2004,5.6,2.18,4070262,47754,Europe,10.773818112033904
Iceland,2004,3.2,3.26,292074,47334,Europe,10.764984132323145
Italy,2004,4.6,1.54,57685327,31317,Europe,10.351916360076409
Japan,2004,3.9,1.91,127761000,38298,Asia,10.553152954484112
Kazakhstan,2004,33.2,0.6,15012984,2874,Asia,7.96346006663897
"Korea, Rep.",2004,6.0,2.24,48082519,16496,Asia,9.71087320625674
Kuwait,2004,12.0,6.27,2153481,27601,Asia,10.225607282932941
Lithuania,2004,9.3,0.76,3377075,6700,Europe,8.809862805379057
Mexico,2004,23.8,0.81,103945813,7525,North America,8.925986089617076
Malaysia,2004,8.3,0.87,25333247,4924,Asia,8.501876487304344
Netherlands,2004,5.5,2.85,16281779,40436,Europe,10.607475756273947
Norway,2004,4.2,2.1,4591910,57768,Europe,10.964190268131018
New Zealand,2004,6.7,1.69,4087500,25420,Oceania,10.143291544743445
Pakistan,2004,98.5,0.1,170648620,631,Asia,6.447305862541213
Peru,2004,28.2,0.26,27893911,2393,South America,7.780303087908373
Philippines,2004,34.9,0.19,84607501,1122,Asia,7.022868086082641
Poland,2004,7.8,0.55,38182222,6681,Europe,8.807022955925477
Portugal,2004,5.0,1.47,10483861,18064,Europe,9.801676286389442
Qatar,2004,10.8,3.18,777943,40792,Asia,10.616241262734992
Romania,2004,19.3,0.5,21451748,3494,Europe,8.158802490694002
Saudi Arabia,2004,17.5,3.42,23661808,10935,Asia,9.299723933110869
Singapore,2004,3.0,9.17,4166664,27608,Asia,10.22586086477784
Slovak Republic,2004,8.5,0.59,5372280,10691,Europe,9.2771575450135
Sweden,2004,3.7,1.7,8993531,42821,Europe,10.66478391544408
Thailand,2004,18.0,0.59,65311166,2647,Asia,7.881182202227102
Turkmenistan,2004,55.2,0.9,4819792,1418,Asia,7.257002707092073
Ukraine,2004,15.1,0.29,47451626,1416,Europe,7.255591274253665
United States,2004,8.1,3.23,292805298,41724,North America,10.638831781795862
Uzbekistan,2004,46.2,0.25,25864350,465,Asia,6.142037405587356
South Africa,2004,77.8,0.53,48556071,5268,Africa,8.569406062863171
United Arab Emirates,2005,9.8,4.49,4280993,42190,Asia,10.649938505118385
Argentina,2005,16.6,0.51,39070501,5086,South America,8.534246945982066
Australia,2005,5.7,1.95,20176844,34460,Oceania,10.44755451008192
Austria,2005,4.9,1.72,8227829,38417,Europe,10.55625534894273
Azerbaijan,2005,52.0,0.62,8391850,1578,Asia,7.363913501405819
Bangladesh,2005,64.5,0.03,140912590,492,Asia,6.198478716492308
Bulgaria,2005,13.3,0.64,7658972,3899,Europe,8.268475388982598
Belarus,2005,8.7,0.72,9663915,3126,Europe,8.047509510981422
Brazil,2005,24.8,0.48,186797334,4773,South America,8.470730317005897
Canada,2005,6.1,3.11,32243753,36382,North America,10.501829425822162
Switzerland,2005,5.1,1.65,7437115,56243,Europe,10.93743686787837
Chile,2005,9.1,0.72,16175311,7561,South America,8.93075873555827
China,2005,24.0,0.25,1303720000,1753,Asia,7.469083884921234
Colombia,2005,21.5,0.24,42220940,3448,South America,8.145549631783584
Germany,2005,4.7,1.48,82469422,34520,Europe,10.449294145197364
Denmark,2005,4.8,1.7,5419432,48799,Europe,10.795465099828
Algeria,2005,33.8,0.34,32956690,3131,Africa,8.049107721326406
Ecuador,2005,23.5,0.56,13770012,3014,South America,8.01102337918644
Spain,2005,4.7,1.82,43653155,26429,Europe,10.182217171089883
Finland,2005,3.7,2.09,5246096,39054,Europe,10.572700582800442
France,2005,4.6,1.53,63188395,34768,Europe,10.456452702496211
United Kingdom,2005,6.0,1.38,60401206,42131,Europe,10.648539090746434
Greece,2005,4.6,1.9,10987314,22560,Europe,10.023933705611995
Hungary,2005,7.6,0.74,10087065,11223,Europe,9.325720523016257
Indonesia,2005,41.7,0.26,228805144,1249,Asia,7.130098510125578
India,2005,74.4,0.1,1154638713,710,Asia,6.565264970035361
Ireland,2005,5.2,2.25,4159914,50933,Europe,10.838266322522415
Iceland,2005,3.1,3.42,296734,56794,Europe,10.947185965326783
Italy,2005,4.5,1.48,57969484,32055,Europe,10.375208456421358
Japan,2005,3.7,1.93,127773000,37812,Asia,10.540381791545276
Kazakhstan,2005,31.1,0.66,15147029,3771,Asia,8.235095497258357
"Korea, Rep.",2005,5.6,2.24,48184561,19402,Asia,9.873131432521228
Kuwait,2005,11.8,6.73,2235403,36144,Asia,10.495266238707785
Lithuania,2005,9.0,0.81,3322528,7854,Europe,8.968778235137956
Mexico,2005,22.9,0.82,105442402,8321,North America,9.02653771890043
Malaysia,2005,8.2,0.83,25923536,5536,Asia,8.619027497297505
Netherlands,2005,5.3,3.04,16319868,41994,Europe,10.645282029917595
Norway,2005,4.1,2.1,4623291,67047,Europe,11.113149144979532
New Zealand,2005,6.6,1.72,4133900,27751,Oceania,10.231027154561334
Pakistan,2005,96.5,0.1,174372098,688,Asia,6.5337888379333435
Peru,2005,26.5,0.26,28147267,2702,South America,7.9017475185201445
Philippines,2005,34.2,0.17,86261250,1245,Asia,7.126890808898808
Poland,2005,7.6,0.57,38165445,8021,Europe,8.989818381366925
Portugal,2005,4.6,1.52,10503330,18780,Europe,9.840547752762253
Qatar,2005,10.4,3.28,848710,52468,Asia,10.867958738935036
Romania,2005,18.3,0.48,21319685,4618,Europe,8.43771698991444
Saudi Arabia,2005,16.5,3.45,24397644,13462,Asia,9.507626180570659
Singapore,2005,2.9,9.58,4265762,29961,Asia,10.307651814911244
Slovak Republic,2005,8.2,0.71,5372807,11690,Europe,9.366489054466115
Sweden,2005,3.6,1.67,9029572,43437,Europe,10.679066891449532
Thailand,2005,17.2,0.61,65821360,2876,Asia,7.964155718840937
Turkmenistan,2005,52.2,0.93,4885775,1658,Asia,7.4133673356952405
Ukraine,2005,14.5,0.3,47105171,1894,Europe,7.546446273746024
United States,2005,8.0,3.21,295516599,44123,North America,10.694736467429317
Uzbekistan,2005,42.7,0.21,26167000,546,Asia,6.302618975744905
South Africa,2005,79.2,0.52,49017147,5893,Africa,8.681520484837913
United Arab Emirates,2006,9.6,4.18,4898954,45339,Asia,10.72192286823823
Argentina,2006,16.1,0.53,39476851,5890,South America,8.681011276645632
Australia,2006,5.6,2.0,20450966,36570,Oceania,10.506983511143426
Austria,2006,4.7,1.72,8268641,40669,Europe,10.613221410450464
Azerbaijan,2006,48.7,0.56,8484550,2472,Asia,7.812782818577581
Bangladesh,2006,61.0,0.03,142628831,503,Asia,6.220590170099739
Bulgaria,2006,12.4,0.68,7601022,4523,Europe,8.416930769477844
Belarus,2006,8.0,0.82,9604924,3848,Europe,8.255308811785596
Brazil,2006,23.2,0.49,188820682,5866,South America,8.676928249537397
Canada,2006,6.0,3.05,32571174,40504,North America,10.609156013649745
Switzerland,2006,4.9,1.68,7483934,59008,Europe,10.985428306916265
Chile,2006,9.0,0.74,16334575,9418,South America,9.1503780308035
China,2006,22.0,0.26,1311020000,2099,Asia,7.649216319820633
Colombia,2006,20.9,0.25,42772910,3782,South America,8.238008249218403
Germany,2006,4.6,1.5,82376451,36353,Europe,10.50103201050528
Denmark,2006,4.6,1.71,5437272,52027,Europe,10.859518093579142
Algeria,2006,32.3,0.34,33435080,3500,Africa,8.160518247477505
Ecuador,2006,22.6,0.6,14009061,3340,South America,8.113726085970747
Spain,2006,4.5,1.77,44397319,28389,Europe,10.253757025176343
Finland,2006,3.6,2.0,5266268,41222,Europe,10.626727373403243
France,2006,4.5,1.52,63628261,36470,Europe,10.504245283802726
United Kingdom,2006,5.9,1.36,60846820,44537,Europe,10.704075583356547
Greece,2006,4.3,1.98,11020362,24821,Europe,10.119445348035613
Hungary,2006,7.2,0.77,10071370,11489,Europe,9.349145334853365
Indonesia,2006,39.9,0.24,231797427,1572,Asia,7.360103972989152
India,2006,71.1,0.1,1172373788,802,Asia,6.687108607866515
Ireland,2006,4.9,2.21,4273591,54329,Europe,10.902813433338995
Iceland,2006,3.0,3.3,303782,57492,Europe,10.959401086671122
Italy,2006,4.3,1.47,58143979,33529,Europe,10.420166014977355
Japan,2006,3.6,1.88,127854000,35991,Asia,10.491024186183038
Kazakhstan,2006,29.0,0.72,15308085,5291,Asia,8.57376254290413
"Korea, Rep.",2006,5.2,2.23,48438292,21743,Asia,9.987047145635058
Kuwait,2006,11.6,5.77,2363409,42970,Asia,10.66825747676904
Lithuania,2006,8.6,0.83,3269909,9230,Europe,9.130214327496898
Mexico,2006,22.1,0.81,106886790,9125,North America,9.118773178450692
Malaysia,2006,8.1,0.79,26509413,6137,Asia,8.722091302389098
Netherlands,2006,5.1,2.99,16346101,44900,Europe,10.712193073730345
Norway,2006,3.9,2.14,4660677,74434,Europe,11.21766810568071
New Zealand,2006,6.5,1.73,4184600,26654,Oceania,10.190694512139672
Pakistan,2006,94.6,0.11,178069984,770,Asia,6.646390514847729
Peru,2006,24.9,0.24,28381078,3123,South America,8.046549357283078
Philippines,2006,33.6,0.15,87901835,1452,Asia,7.280697195384741
Poland,2006,7.3,0.61,38141267,9035,Europe,9.10886120302633
Portugal,2006,4.4,1.36,10522288,19839,Europe,9.895404976342773
Qatar,2006,10.1,3.34,1015060,59978,Asia,11.001733107298913
Romania,2006,16.7,0.48,21193760,5757,Europe,8.65817178467581
Saudi Arabia,2006,15.5,3.53,25382870,14848,Asia,9.605620455025981
Singapore,2006,2.9,9.99,4401365,33768,Asia,10.427268887462334
Slovak Republic,2006,7.9,0.73,5373054,13170,Europe,9.485696794737327
Sweden,2006,3.5,1.71,9080505,46593,Europe,10.74920559423812
Thailand,2006,16.4,0.58,66319525,3343,Asia,8.114623886420098
Turkmenistan,2006,49.6,1.1,4954029,2074,Asia,7.637234388789473
Ukraine,2006,13.9,0.32,46787786,2391,Europe,7.779466967458324
United States,2006,7.9,3.15,298379912,46302,North America,10.742940435685657
Uzbekistan,2006,39.4,0.2,26488250,654,Asia,6.483107351457199
South Africa,2006,78.9,0.52,49491756,6139,Africa,8.722417141427496
United Arab Emirates,2007,9.4,3.82,5872624,43918,Asia,10.690079537805937
Argentina,2007,15.7,0.59,39876111,7210,South America,8.883224230278994
Australia,2007,5.4,1.98,20827622,41023,Oceania,10.621888164008205
Austria,2007,4.6,1.61,8295487,46915,Europe,10.75609273272415
Azerbaijan,2007,45.6,0.51,8581300,3851,Asia,8.25608813381491
Bangladesh,2007,57.7,0.03,144135934,552,Asia,6.313548046277095
Bulgaria,2007,11.8,0.69,7545338,5888,Europe,8.680671660408713
Belarus,2007,7.3,0.78,9560953,4735,Europe,8.462737005620179
Brazil,2007,21.8,0.53,190779453,7323,South America,8.89877535906107
Canada,2007,6.0,3.12,32889025,44659,North America,10.706811133741756
Switzerland,2007,4.8,1.5,7551117,64991,Europe,11.082004077752629
Chile,2007,8.9,0.97,16495538,10461,South America,9.25540933534376
China,2007,20.1,0.27,1317885000,2693,Asia,7.898411092811599
Colombia,2007,20.2,0.24,43306582,4762,South America,8.468423027046809
Germany,2007,4.5,1.36,82266372,41640,Europe,10.636816522728905
Denmark,2007,4.5,1.7,5461438,58487,Europe,10.976559786302708
Algeria,2007,31.0,0.38,33983827,3971,Africa,8.286773231131251
Ecuador,2007,21.7,0.64,14251835,3579,South America,8.182838710766026
Spain,2007,4.4,1.77,45226803,32591,Europe,10.39179145561983
Finland,2007,3.5,2.01,5288720,48476,Europe,10.788824109088377
France,2007,4.4,1.48,64021737,41557,Europe,10.634821257814647
United Kingdom,2007,5.8,1.3,61322463,50438,Europe,10.828500138222152
Greece,2007,4.1,1.93,11048473,28863,Europe,10.270315777029374
Hungary,2007,6.8,0.77,10055780,13940,Europe,9.542517684314515
Indonesia,2007,38.3,0.24,234858289,1840,Asia,7.517520850603031
India,2007,67.8,0.11,1189691809,1022,Asia,6.92951677076365
Ireland,2007,4.6,2.19,4398942,61396,Europe,11.025099965433299
